donation_id,timestamp,campaign_id,donor_id,amount,ip,device_id,is_anonymous,donor_comment,comment_sentiment,is_fraud,velocity_1h_ip,velocity_24h_ip,unique_campaigns_1h_ip,avg_amount_ip,donor_history_count,donation_hour,donation_day_of_week,donation_month,is_weekend,category,campaign_age_days,time_since_last_donation
214,2025-04-10 21:12:01.059239,84,F_000007,92.65,26.202.120.170,945623d0-1e01-467b-8040-81f1b10d99fc,True,Help,neutral,True,0,0,1,0.0,0,21,3,4,False,Education,54.831991426377314,24.0
846,2025-08-18 07:32:01.059239,104,F_000017,488.54,177.250.136.2,60386b29-bfbc-405f-abe2-def4de717d2a,False,Here's my donation,neutral,True,0,0,1,0.0,0,7,0,8,False,Animals,102.92046364859954,24.0
385,2025-05-17 00:40:01.059239,20,F_000018,126.84,217.4.50.196,796204bc-7b45-494c-a721-892782bae58d,False,Sending love and support.,positive,True,0,0,1,0.0,0,0,5,5,True,Medical,97.11193355600695,24.0
705,2025-07-21 21:28:01.059239,119,F_000039,386.64,128.159.43.59,a4176fda-ed51-4c67-b51e-c30178622351,False,So inspired by your story.,positive,True,0,0,1,0.0,0,21,0,7,False,Emergency,131.02773216711805,24.0
30,2025-03-05 21:20:01.059239,30,F_000056,251.8,148.234.21.163,865a3ce5-ae2f-4c23-ab8d-46ed887ceb85,False,Here's my donation,neutral,True,0,0,1,0.0,0,21,2,3,False,Medical,2.4834266115625,24.0
649,2025-07-09 15:41:01.059239,66,F_000067,211.87,27.175.175.128,3f8614ca-1ada-43dd-bcff-dffe439280a0,False,So inspired by your story.,positive,True,0,0,1,0.0,0,15,2,7,False,Medical,66.57515114859955,24.0
38,2025-03-07 04:49:01.059239,75,F_000075,237.69,153.237.127.227,73c581da-6bcd-4133-a6d9-09431b35d280,True,Support,neutral,True,0,0,1,0.0,0,4,4,3,False,Emergency,27.161748370821762,24.0
586,2025-06-27 10:01:01.059239,61,F_000079,44.54,110.204.234.47,8d4fc3f6-ac0c-4a53-89cb-2746f1e971c0,False,Here's my donation,neutral,True,0,0,1,0.0,0,10,4,6,False,Medical,127.30004698193287,24.0
646,2025-07-09 01:19:01.059239,95,F_000094,187.37,90.229.29.231,69a8f258-e5be-42de-9471-85995c616bd5,True,checking,negative,True,0,0,1,0.0,0,1,2,7,False,Medical,88.80428309304398,24.0
766,2025-08-02 11:30:01.059239,80,F_000094,365.3,18.64.5.223,bdbd1ef8-1b8d-4973-b96c-80565de7eb59,True,Good luck,neutral,True,0,0,1,0.0,1,11,5,8,True,Animals,26.14658633378472,586.1833333333333
732,2025-07-26 19:32:01.059239,59,F_000097,166.79,99.25.164.193,24a25545-ad28-4d4b-9898-7f26f68d90c2,True,asdf,negative,True,0,0,1,0.0,0,19,5,7,True,Emergency,32.5584729078588,24.0
435,2025-05-27 05:39:01.059239,50,F_000106,65.44,194.18.87.105,413967ec-eb57-4a22-af56-22f10cc1dc64,True,Here you go,neutral,True,0,0,1,0.0,0,5,1,5,False,Animals,17.550822444895836,24.0
735,2025-07-27 07:17:01.059239,4,F_000107,100.38,211.29.138.118,e3f1f337-b160-45f1-9f8e-e0dc67a98902,True,Funds,neutral,True,0,0,1,0.0,0,7,6,7,True,Medical,13.09393587082176,24.0
556,2025-06-21 02:35:01.059239,7,F_000114,328.58,109.104.172.253,b90d160d-7d81-4ff7-ab16-dc1ac9e46b82,False,Help,neutral,True,0,0,1,0.0,0,2,5,6,True,Medical,121.44699142637731,24.0
565,2025-06-23 02:34:01.059239,63,F_000115,228.62,164.214.12.97,87defaeb-2d68-4549-8314-828d9a1f8449,False,Help,neutral,True,0,0,1,0.0,0,2,0,6,False,Education,71.92747753748843,24.0
207,2025-04-09 11:16:01.059239,121,F_000117,157.32,27.163.196.58,a3204966-fd06-49cb-ab6d-5a7a656a1194,True,Hope this helps reach your goal.,positive,True,0,0,1,0.0,0,11,2,4,False,Memorial,0.8893641115625,24.0
623,2025-07-04 10:43:01.059239,147,F_000117,18.2,40.173.120.142,c76a53e4-3944-466d-a757-e3ad07bec04b,True,asdf,negative,True,0,0,1,0.0,1,10,4,7,False,Medical,24.992546981932872,2063.45
499,2025-06-09 13:23:01.059239,92,F_000128,261.4,191.196.158.41,d7df7ddd-a73f-48c2-9fc9-d17cd8eb8fc5,True,Good luck,neutral,True,0,0,1,0.0,0,13,0,6,False,Medical,111.10700300045139,24.0
781,2025-08-04 18:57:01.059239,116,F_000129,381.41,27.232.26.24,fb1676d2-973a-412b-b131-61838c9f2f27,False,Sending love and support.,positive,True,0,0,1,0.0,0,18,0,8,False,Animals,102.2646766115625,24.0
460,2025-06-01 08:08:01.059239,148,F_000141,47.67,15.231.240.34,dda3407b-c79e-44cf-893f-e965287d7d1f,False,Donation,neutral,True,0,0,1,0.0,0,8,6,6,True,Emergency,83.19960716711806,24.0
619,2025-07-03 15:34:01.059239,108,F_000147,231.88,101.139.133.64,8f04e0b1-3706-4e11-bf80-7cd43f560d3e,True,Sending love and support.,positive,True,0,0,1,0.0,0,15,3,7,False,Medical,108.32354235230324,24.0
128,2025-03-24 02:42:01.059239,92,F_000152,31.53,194.74.67.26,e5f8fd9a-10b3-458f-878a-c81850191448,False,Sending love and support.,positive,True,0,0,1,0.0,0,2,0,3,False,Medical,33.6618641115625,24.0
600,2025-06-30 03:28:01.059239,28,F_000164,86.07,201.223.162.134,4f9cf542-bc4d-4f53-813b-9c1cd5090299,True,123,negative,True,0,0,1,0.0,0,3,0,6,False,Medical,74.30107707452547,24.0
726,2025-07-25 21:43:01.059239,141,F_000174,376.8,81.63.139.130,e9011e93-361b-48b5-9b4a-66cb6ebc11e1,True,Hope this helps reach your goal.,positive,True,0,0,1,0.0,0,21,4,7,False,Emergency,17.320046981932872,24.0
608,2025-07-01 16:38:01.059239,61,F_000175,414.29,46.72.147.169,332c6107-51c6-49d3-9268-c04c821e3008,True,Contribution,neutral,True,0,0,1,0.0,0,16,1,7,False,Medical,131.5757414263773,24.0
31,2025-03-05 21:27:01.059239,20,F_000193,384.55,190.39.55.50,c650142a-45a5-47e3-bb57-4ebf42528b73,True,Here you go,neutral,True,0,0,1,0.0,0,21,2,3,False,Medical,24.977905778229168,24.0
469,2025-06-02 18:44:01.059239,61,F_000198,185.83,53.178.25.86,ab28a935-c580-41cd-96d0-be32566e0b05,True,test,negative,True,0,0,1,0.0,0,18,0,6,False,Medical,102.66324142637731,24.0
39,2025-03-07 05:20:01.059239,39,L_000026,149.97,56.248.181.174,e743de4a-6d2f-4b9a-9c76-608be6812ffd,False,Blessings to you all.,positive,False,0,0,1,0.0,0,5,4,3,False,Medical,6.890151148599537,24.0
412,2025-05-22 14:58:01.059239,38,L_000050,144.97,38.241.69.63,c89c40bc-a871-4ea0-b428-2f90a1f17697,False,Wishing you all the best.,positive,False,0,0,1,0.0,0,14,3,5,False,Medical,4.920579389340278,24.0
783,2025-08-04 21:10:01.059239,136,L_000054,34.58,137.29.21.198,fe825891-df67-44c6-8a36-1b38c0325c0c,False,Blessings to you all.,positive,False,0,0,1,0.0,0,21,0,8,False,Medical,142.35600763008102,24.0
627,2025-07-05 03:31:01.059239,125,L_000066,28.92,13.85.209.221,a5d8d643-6f15-44b5-bd66-c9856979c4f5,True,Praying for you and your family!,positive,False,0,0,1,0.0,0,3,5,7,True,Medical,110.39950300045139,24.0
91,2025-03-17 02:30:01.059239,113,L_000076,198.78,209.87.178.1,457e4c25-b9fc-4d20-b22f-dca1c5477251,False,Blessings to you all.,positive,False,0,0,1,0.0,0,2,0,3,False,Animals,1.7691557782291667,24.0
217,2025-04-11 08:21:01.059239,87,L_000083,41.2,115.74.100.110,dee6d40f-010b-4569-8763-454de46aa679,False,Hope this helps reach your goal.,positive,False,0,0,1,0.0,0,8,4,4,False,Animals,5.886077074525463,24.0
784,2025-08-05 02:40:01.059239,4,L_000097,183.56,151.166.24.17,bd178938-6624-45c9-83c9-5b36ed33e8d9,False,Contribution,neutral,False,0,0,1,0.0,0,2,1,8,False,Medical,21.90157475971065,24.0
824,2025-08-13 04:23:01.059239,74,L_000101,28.94,141.78.159.215,8cebcdb4-f28e-4c20-8c17-9b75acc08e04,False,You've got this!,positive,False,0,0,1,0.0,0,4,2,8,False,Emergency,91.2124891115625,24.0
345,2025-05-07 13:09:01.059239,54,L_000114,263.2,64.49.151.234,a6dfae7a-300b-4cd3-bdc7-fcacbfea27d1,False,Here you go,neutral,False,0,0,1,0.0,0,13,2,5,False,Education,14.26262800045139,24.0
691,2025-07-18 13:00:01.059239,88,L_000115,161.02,56.81.158.235,70350bd0-cb4b-42ad-b267-457c4183491a,False,qwerty,negative,False,0,0,1,0.0,0,13,4,7,False,Medical,44.91404003748843,24.0
801,2025-08-08 14:29:01.059239,53,L_000128,6.68,125.175.240.52,6e76568d-54ed-4be9-bed1-78abac456c16,False,123,negative,False,0,0,1,0.0,0,14,4,8,False,Medical,130.58657475971066,24.0
768,2025-08-02 14:48:01.059239,66,L_000132,17.48,125.62.236.151,f5af75d3-7909-438f-aafd-354681a296a6,False,Blessings to you all.,positive,False,0,0,1,0.0,0,14,5,8,True,Medical,90.53834559304399,24.0
433,2025-05-26 17:32:01.059239,85,L_000153,110.84,37.33.127.119,6b1eda85-32ce-4bc9-9059-43d7aa2f5bc6,False,Praying for you and your family!,positive,False,0,0,1,0.0,0,17,0,5,False,Emergency,100.25968818563658,24.0
515,2025-06-12 18:43:01.059239,44,L_000155,141.49,7.177.83.189,fccd89c4-994d-448a-9ae7-e3a254247dad,False,Hope this helps reach your goal.,positive,False,0,0,1,0.0,0,18,3,6,False,Emergency,58.03334559304398,24.0
436,2025-05-27 06:06:01.059239,58,L_000170,51.41,68.156.154.208,910a6b61-f018-4dd7-ad3b-e97b8343237a,True,Hope this helps reach your goal.,positive,False,0,0,1,0.0,0,6,1,5,False,Medical,79.9494567041551,24.0
55,2025-03-10 15:10:01.059239,78,L_000172,68.5,146.140.168.10,c21f3c51-c2b9-48ad-bcb2-cf86ea1e7b02,False,Blessings to you all.,positive,False,0,0,1,0.0,0,15,0,3,False,Emergency,27.428727537488427,24.0
622,2025-07-04 04:25:01.059239,14,L_000189,127.62,212.59.120.179,61263597-0a0d-4599-be49-270422532969,False,Good luck,neutral,False,0,0,1,0.0,0,4,4,7,False,Emergency,79.83509327822917,24.0
862,2025-08-21 20:29:01.059239,123,L_000201,174.95,38.14.187.195,7bc03a11-9117-4541-b816-b943575ca5dc,False,Praying for you and your family!,positive,False,0,0,1,0.0,0,20,3,8,False,Education,67.16331087082176,24.0
409,2025-05-21 21:45:01.059239,121,L_000215,112.32,153.76.147.5,b1e32fcf-ce5e-4693-a749-e413a092cc7c,False,So inspired by your story.,positive,False,0,0,1,0.0,0,21,2,5,False,Memorial,43.32616966711806,24.0
844,2025-08-17 17:54:01.059239,118,L_000220,153.48,20.7.224.101,030e56a2-8d26-48e0-bd1c-56f7029def31,False,Funds,neutral,False,0,0,1,0.0,0,17,6,8,True,Animals,80.31504698193287,24.0
510,2025-06-11 15:25:01.059239,54,L_000230,118.83,119.206.166.46,2cf801ff-01d8-4337-ba67-5f0399ce8f34,False,Praying for you and your family!,positive,False,0,0,1,0.0,0,15,2,6,False,Education,49.357072444895834,24.0
177,2025-04-03 04:23:01.059239,68,L_000237,75.82,77.89.31.169,e206e071-0bac-43c8-9e27-cab499926ed4,False,Sending love and support.,positive,False,0,0,1,0.0,0,4,3,4,False,Medical,31.385417352303243,24.0
809,2025-08-10 03:34:01.059239,69,L_000242,19.37,43.21.251.143,c8c8b135-158e-4d72-8184-b3595243dfa6,False,Wishing you all the best.,positive,False,0,0,1,0.0,0,3,6,8,True,Medical,74.90760485230324,24.0
3,2025-02-28 11:14:01.059239,7,L_000260,86.45,184.107.144.197,eb15e00d-c69b-49f9-b2fb-f7cc6bbe9db4,False,Praying for you and your family!,positive,False,0,0,1,0.0,0,11,4,2,False,Medical,8.80740809304398,24.0
564,2025-06-22 18:47:01.059239,102,L_000265,123.12,72.186.185.204,90e7606d-3e6e-4b4b-a716-773b1de74fca,False,Support,neutral,False,0,0,1,0.0,0,18,6,6,True,Medical,44.470359481932874,24.0
253,2025-04-18 13:52:01.059239,61,L_000267,86.08,49.131.191.58,6176f3e0-ffde-422e-aa18-dabc1686e25e,False,Contribution,neutral,False,0,0,1,0.0,0,13,4,4,False,Medical,57.460463648599536,24.0
336,2025-05-05 18:59:01.059239,135,L_000273,66.43,32.0.206.55,77966610-0836-4e32-a67b-b59b680ab094,False,Sending love and support.,positive,False,0,0,1,0.0,0,18,0,5,False,Emergency,43.824121056006945,24.0
310,2025-04-30 04:09:01.059239,17,L_000294,8.01,62.74.1.228,ba7da2e3-4607-4e5d-a343-bd588089c3cd,True,asdf,negative,False,0,0,1,0.0,0,4,2,4,False,Emergency,8.432628000451388,24.0
542,2025-06-18 11:10:01.059239,127,L_000299,21.09,130.248.81.52,a73a002b-c466-4ee7-a1ef-016e94fc56aa,False,So inspired by your story.,positive,False,0,0,1,0.0,0,11,2,6,False,Animals,93.43978077822916,24.0
274,2025-04-22 19:34:01.059239,125,L_000300,109.86,34.106.150.144,cebacfac-96a6-40e8-b12f-82581733824b,False,Here you go,neutral,False,0,0,1,0.0,0,19,1,4,False,Medical,37.06825300045139,24.0
538,2025-06-17 18:35:01.059239,50,L_000302,163.62,167.151.94.220,4aa47cf2-405a-448e-8b59-f42523006516,False,Hope this helps reach your goal.,positive,False,0,0,1,0.0,0,18,1,6,False,Animals,39.08971133378472,24.0
487,2025-06-06 10:48:01.059239,116,L_000309,181.91,51.48.117.150,6394d099-8bf6-4c25-8506-808cd841003f,False,Sending love and support.,positive,False,0,0,1,0.0,0,10,4,6,False,Animals,42.92509327822917,24.0
512,2025-06-12 02:07:01.059239,49,L_000313,48.09,179.197.148.74,f8f6a88b-b71d-4bd4-a294-bba056d851f6,False,Here's my donation,neutral,False,0,0,1,0.0,0,2,3,6,False,Education,91.41141272267362,24.0
86,2025-03-16 00:19:01.059239,32,L_000325,5.0,166.201.13.4,cd78058f-d40f-40a8-a5ca-b7359822454f,False,You've got this!,positive,False,0,0,1,0.0,0,0,6,3,True,Medical,25.6690516115625,24.0
264,2025-04-20 21:05:01.059239,119,L_000326,98.01,83.77.242.20,3b08d35e-734f-42b5-a363-7176f64f5a34,False,So inspired by your story.,positive,False,0,0,1,0.0,0,21,6,4,True,Emergency,39.011759944895836,24.0
189,2025-04-05 20:04:01.059239,142,L_000329,113.99,149.105.210.37,3d959d12-475e-4632-a9b6-1e6ce9a6da81,False,Donation,neutral,False,0,0,1,0.0,0,20,5,4,True,Education,6.773993741192129,24.0
267,2025-04-21 11:31:01.059239,44,L_000329,127.72,65.25.238.2,3d959d12-475e-4632-a9b6-1e6ce9a6da81,True,You've got this!,positive,False,0,0,1,0.0,1,11,0,4,False,Emergency,5.733345593043982,375.45
491,2025-06-07 11:00:01.059239,71,L_000357,21.46,51.152.125.80,dd3cde50-63b9-49a0-b388-57ba1886cc31,False,Help,neutral,False,0,0,1,0.0,0,11,5,6,True,Emergency,31.700544667118056,24.0
131,2025-03-24 10:13:01.059239,92,L_000363,108.51,221.149.75.65,55874efb-e55d-43cf-b6ee-4f4daa191270,False,Praying for you and your family!,positive,False,0,0,1,0.0,0,10,0,3,False,Medical,33.97505855600694,24.0
868,2025-08-23 03:32:01.059239,29,L_000366,112.28,212.193.42.233,28c9a014-b555-4f89-b76a-15babfe5b107,True,Praying for you and your family!,positive,False,0,0,1,0.0,0,3,5,8,True,Emergency,194.59849605600695,24.0
148,2025-03-27 22:01:01.059239,49,L_000378,114.13,8.143.177.126,48de448d-fcb2-4101-b0bd-38f45cd5bf92,False,You've got this!,positive,False,0,0,1,0.0,0,22,3,3,False,Education,15.24057938934028,24.0
799,2025-08-08 03:10:01.059239,19,L_000381,274.79,172.159.22.61,6b28250a-a5db-4681-8397-2b80328e36f3,True,Contribution,neutral,False,0,0,1,0.0,0,3,4,8,False,Animals,33.426250685636575,24.0
746,2025-07-29 11:58:01.059239,88,L_000384,215.46,92.240.119.43,dc16ada9-0215-467f-8995-38495e0ebfda,True,Good luck,neutral,False,0,0,1,0.0,0,11,1,7,False,Medical,55.87098448193287,24.0
82,2025-03-15 05:45:01.059239,128,L_000410,174.46,202.67.1.137,3521c663-4517-434a-aa85-55be986f2a3d,True,Support,neutral,False,0,0,1,0.0,0,5,5,3,True,Education,1.2456604078587963,24.0
617,2025-07-03 03:32:01.059239,45,L_000414,96.23,184.169.46.37,837f9fb8-a82c-4659-a144-5d178e756840,True,Good luck,neutral,False,0,0,1,0.0,0,3,3,7,False,Emergency,115.39774374119213,24.0
508,2025-06-11 07:31:01.059239,69,L_000436,28.92,149.93.54.130,bd95cb83-48d9-4056-8eea-1078766a4207,True,Help,neutral,False,0,0,1,0.0,0,7,2,6,False,Medical,15.072188185636575,24.0
259,2025-04-19 18:17:01.059239,43,L_000488,211.33,80.222.240.9,de50067b-0a6d-4a69-8b75-4860c1efcec5,False,Wishing you all the best.,positive,False,0,0,1,0.0,0,18,5,4,True,Emergency,40.47203772267361,24.0
67,2025-03-12 19:30:01.059239,58,L_000496,32.89,162.207.129.120,d35cec01-a132-4fb0-8d8b-2b17f607c0dc,False,Help,neutral,False,0,0,1,0.0,0,19,2,3,False,Medical,4.5077900374884265,24.0
744,2025-07-29 02:16:01.059239,142,L_000499,228.0,178.86.131.93,574d3b7c-7c06-455d-b87a-8764fd9a06ec,False,Blessings to you all.,positive,False,0,0,1,0.0,0,2,1,7,False,Education,121.03232707452547,24.0
537,2025-06-17 12:41:01.059239,123,L_000516,206.53,142.73.50.3,7744e01d-a31a-40eb-9a20-d2052cb98a78,False,Wishing you all the best.,positive,False,0,0,1,0.0,0,12,1,6,False,Education,1.8383108708217593,24.0
168,2025-04-01 01:40:01.059239,76,L_000526,139.73,6.131.189.64,1c965631-9e7e-4eb8-8f03-1d497d09cc20,False,Good luck,neutral,False,0,0,1,0.0,0,1,1,4,False,Medical,24.406516889340278,24.0
24,2025-03-04 13:13:01.059239,35,L_000542,90.0,168.80.0.241,16daf87c-cf8c-400b-9108-e99b8b534f38,False,Blessings to you all.,positive,False,0,0,1,0.0,0,13,1,3,False,Medical,5.72379698193287,24.0
736,2025-07-27 07:32:01.059239,25,L_000551,54.81,175.231.6.86,5f2b30fb-4060-4639-b932-b86e0f438c30,True,test,negative,False,0,0,1,0.0,0,7,6,7,True,Medical,24.12257013008102,24.0
58,2025-03-11 01:40:01.059239,20,L_000552,20.06,34.167.255.159,ace3094a-4f84-4062-9799-36d8b247a3c9,False,Wishing you all the best.,positive,False,0,0,1,0.0,0,1,1,3,False,Medical,30.153600222673614,24.0
84,2025-03-15 11:49:01.059239,30,L_000561,107.23,164.27.103.45,c2bfde8f-3457-45da-b450-74aea5a18a53,False,Funds,neutral,False,0,0,1,0.0,0,11,5,3,True,Medical,12.086898833784721,24.0
204,2025-04-08 19:35:01.059239,87,L_000564,186.2,34.41.80.32,68f91253-286c-4b27-8b34-09d6c3efa21b,False,Help,neutral,False,0,0,1,0.0,0,19,1,4,False,Animals,3.354132630081019,24.0
59,2025-03-11 06:29:01.059239,68,L_000580,134.81,117.184.134.83,1d34f93e-bcef-42d9-aa5b-68f346f39755,False,Funds,neutral,False,0,0,1,0.0,0,6,1,3,False,Medical,8.47291735230324,24.0
609,2025-07-01 17:09:01.059239,106,L_000597,226.92,53.78.90.37,6cac6679-2dbc-4fcb-a9b0-e9d625ff9d6a,True,test,negative,False,0,0,1,0.0,0,17,1,7,False,Emergency,101.29681781526621,24.0
